Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço;Nota Geral;Qtd. Avaliações;Características;País;Data Comentário;Nota Comentário;Comentário;Link
1;1;Alimentos e Bebidas;B0FMLBQ136;Creme Crocante KitKat 330g;27,90;4,7;309;"Você economiza 10% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | window.renderingWeblabs = window.renderingWeblabs ? window.renderingWeblabs  {};
        window.renderingWeblabs = Object.assign(window.renderingWeblabs, JSON.parse('{""ADPT_SF_HIGH_RATE_METRIC_LOGGING_1256364""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_SCC_WINDOW_PANE_SPONSORED_LABEL_1332062""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_NEW_JRS_ADDETAILS_1335584""""T1"",""ADPT_SF_LOW_RATE_METRIC_LOGGING_1256362""""C"",""ADPT_SF_HOMEPAGE_ART_THEMING_1298909""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_ASYNC_CALLBACK_LA_1357239""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_LAUNCH_INTENT_1331357""""T1"",""ADPT_SF_SERVER_SIDE_SPONSORED_LABEL_998980""""T1"",""ADPT_SF_GWATF_ROUNDED_CORNERS_1036948""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_POSTMESSAGE_1327371""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_LIGHT_AD_CREATIVE_SIZE_STYLE_1311018""""T1"",""ADPT_SF_1107849""""C""}'));: Patrocinado | window.renderingWeblabs = window.renderingWeblabs ? window.renderingWeblabs  {};
        window.renderingWeblabs = Object.assign(window.renderingWeblabs, JSON.parse('{""ADPT_SF_HIGH_RATE_METRIC_LOGGING_1256364""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_SCC_WINDOW_PANE_SPONSORED_LABEL_1332062""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_NEW_JRS_ADDETAILS_1335584""""T1"",""ADPT_SF_LOW_RATE_METRIC_LOGGING_1256362""""C"",""ADPT_SF_HOMEPAGE_ART_THEMING_1298909""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_ASYNC_CALLBACK_LA_1357239""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_LAUNCH_INTENT_1331357""""T1"",""ADPT_SF_SERVER_SIDE_SPONSORED_LABEL_998980""""T1"",""ADPT_SF_GWATF_ROUNDED_CORNERS_1036948""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_POSTMESSAGE_1327371""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_LIGHT_AD_CREATIVE_SIZE_STYLE_1311018""""T1"",""ADPT_SF_1107849""""C""}'));: Patrocinado";Brasil;06/01/2026;5,0;EXCELENTE!;https://www.amazon.com.br/dp/B0FMLBQ136
2;2;Alimentos e Bebidas;B0F2GMT6T3;Integralmedica - Barra de Proteína Whey Protein Crisp Bar Ovomaltine - Snack Proteíco - Pré e Pós-Treino - 12 Unidades;85,23;4,7;10.725;"Nome do SaborOvomaltine: Faça uma seleção de Nome do Sabor, Brownie de Chocolate, Cheesecake de Frutas Vermelhas, Churros com Doce de Leite, Cookies and Cream | Tamanho12 Unidades: Faça uma seleção de Tamanho, 12 UnidadesR$ 85,23 com 31 por cento de descontoR$85,23unidade por R$&nbsp;7,10(R$7,10R$7,10/ unidade)R$125,27R$125,27Em estoqueEntrega GRATISQuinta-feiraQuinta-feira, 12 Unidades, R$ 85,23 com 31 por cento de desconto, R$85,23";Brasil;22/01/2026;5,0;Barra de proteína bem gostosa para os fans de ovomaltine;https://www.amazon.com.br/dp/B0F2GMT6T3
3;3;Alimentos e Bebidas;B097BYXGXN;Ketchup Heinz Tradicional 1,033KG;20,34;4,9;21.259;"window.renderingWeblabs = window.renderingWeblabs ? window.renderingWeblabs  {};
        window.renderingWeblabs = Object.assign(window.renderingWeblabs, JSON.parse('{""ADPT_SF_HIGH_RATE_METRIC_LOGGING_1256364""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_SCC_WINDOW_PANE_SPONSORED_LABEL_1332062""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_NEW_JRS_ADDETAILS_1335584""""T1"",""ADPT_SF_LOW_RATE_METRIC_LOGGING_1256362""""C"",""ADPT_SF_HOMEPAGE_ART_THEMING_1298909""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_ASYNC_CALLBACK_LA_1357239""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_LAUNCH_INTENT_1331357""""T1"",""ADPT_SF_GWATF_ROUNDED_CORNERS_1036948""""T1"",""ADPT_SF_SERVER_SIDE_SPONSORED_LABEL_998980""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_POSTMESSAGE_1327371""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_LIGHT_AD_CREATIVE_SIZE_STYLE_1311018""""T1"",""ADPT_SF_1107849""""C""}'));: Patrocinado | Você economiza 10% em entregas recorrentes deste produto por meio do: Potencial de economia anual:, Saiba mais | window.renderingWeblabs = window.renderingWeblabs ? window.renderingWeblabs  {};
        window.renderingWeblabs = Object.assign(window.renderingWeblabs, JSON.parse('{""ADPT_SF_HIGH_RATE_METRIC_LOGGING_1256364""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_SCC_WINDOW_PANE_SPONSORED_LABEL_1332062""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_NEW_JRS_ADDETAILS_1335584""""T1"",""ADPT_SF_LOW_RATE_METRIC_LOGGING_1256362""""C"",""ADPT_SF_HOMEPAGE_ART_THEMING_1298909""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_ASYNC_CALLBACK_LA_1357239""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_LAUNCH_INTENT_1331357""""T1"",""ADPT_SF_GWATF_ROUNDED_CORNERS_1036948""""T1"",""ADPT_SF_SERVER_SIDE_SPONSORED_LABEL_998980""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_POSTMESSAGE_1327371""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_LIGHT_AD_CREATIVE_SIZE_STYLE_1311018""""T1"",""ADPT_SF_1107849""""C""}'));: Patrocinado";Brasil;24/01/2026;5,0;Chegou tudo certinho!Preço bem acessível!Produto de qualidade muito bom!;https://www.amazon.com.br/dp/B097BYXGXN
4;4;Alimentos e Bebidas;B07HDSL78H;Orfeu Café Clássico em Grãos, 100% Arabica, Torra Média, 1kg;136,99;4,7;18.685;"Nome do SaborClássico: Faça uma seleção de Nome do Sabor, Clássico, Intenso, Orgânico | Tamanho1 kg (Pacote de 1): Faça uma seleção de Tamanho, 1 kg (Pacote de 1)R$ 136,99 com 19 por cento de descontoR$136,99kg por R$&nbsp;136,99(R$136,99R$136,99/ kg)R$169,90R$169,90Em estoqueEntrega GRATISQuinta-feiraQuinta-feira, 1 kg (Pacote de 1), R$ 136,99 com 19 por cento de desconto, R$136,99";Brasil;15/01/2026;5,0;Maravilhoso! Sabor e aromas deliciosos. Acidez não deixa o café amargo é uma experiência revigorante esse café.;https://www.amazon.com.br/dp/B07HDSL78H
5;5;Alimentos e Bebidas;B07FN8T31H;Lotus Biscoff Biscoito Doce Pacote 124G;21,96;4,7;1.617;"window.renderingWeblabs = window.renderingWeblabs ? window.renderingWeblabs  {};
        window.renderingWeblabs = Object.assign(window.renderingWeblabs, JSON.parse('{""ADPT_SF_HIGH_RATE_METRIC_LOGGING_1256364""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_SCC_WINDOW_PANE_SPONSORED_LABEL_1332062""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_NEW_JRS_ADDETAILS_1335584""""T1"",""ADPT_SF_LOW_RATE_METRIC_LOGGING_1256362""""C"",""ADPT_SF_HOMEPAGE_ART_THEMING_1298909""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_ASYNC_CALLBACK_LA_1357239""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_LAUNCH_INTENT_1331357""""T1"",""ADPT_SF_GWATF_ROUNDED_CORNERS_1036948""""T1"",""ADPT_SF_SERVER_SIDE_SPONSORED_LABEL_998980""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_POSTMESSAGE_1327371""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_LIGHT_AD_CREATIVE_SIZE_STYLE_1311018""""T1"",""ADPT_SF_1107849""""C""}'));: Patrocinado | window.renderingWeblabs = window.renderingWeblabs ? window.renderingWeblabs  {};
        window.renderingWeblabs = Object.assign(window.renderingWeblabs, JSON.parse('{""ADPT_SF_HIGH_RATE_METRIC_LOGGING_1256364""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_SCC_WINDOW_PANE_SPONSORED_LABEL_1332062""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_NEW_JRS_ADDETAILS_1335584""""T1"",""ADPT_SF_LOW_RATE_METRIC_LOGGING_1256362""""C"",""ADPT_SF_HOMEPAGE_ART_THEMING_1298909""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_ASYNC_CALLBACK_LA_1357239""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_LAUNCH_INTENT_1331357""""T1"",""ADPT_SF_GWATF_ROUNDED_CORNERS_1036948""""T1"",""ADPT_SF_SERVER_SIDE_SPONSORED_LABEL_998980""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_POSTMESSAGE_1327371""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_LIGHT_AD_CREATIVE_SIZE_STYLE_1311018""""T1"",""ADPT_SF_1107849""""C""}'));: Patrocinado | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;19/01/2026;5,0;Muito muito muito boa, comprei pra fazer Banoffe e ficou perfeita, que delícia de bolacha, recomendo.;https://www.amazon.com.br/dp/B07FN8T31H
6;6;Alimentos e Bebidas;B00P9VQCXY;Andorinha - Azeite vidro, Extra virgem, 500ml;35,90;4,9;9.358;"window.renderingWeblabs = window.renderingWeblabs ? window.renderingWeblabs  {};
        window.renderingWeblabs = Object.assign(window.renderingWeblabs, JSON.parse('{""ADPT_SF_HIGH_RATE_METRIC_LOGGING_1256364""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_SCC_WINDOW_PANE_SPONSORED_LABEL_1332062""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_NEW_JRS_ADDETAILS_1335584""""T1"",""ADPT_SF_LOW_RATE_METRIC_LOGGING_1256362""""C"",""ADPT_SF_HOMEPAGE_ART_THEMING_1298909""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_ASYNC_CALLBACK_LA_1357239""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_LAUNCH_INTENT_1331357""""T1"",""ADPT_SF_GWATF_ROUNDED_CORNERS_1036948""""T1"",""ADPT_SF_SERVER_SIDE_SPONSORED_LABEL_998980""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_POSTMESSAGE_1327371""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_LIGHT_AD_CREATIVE_SIZE_STYLE_1311018""""T1"",""ADPT_SF_1107849""""C""}'));: Patrocinado | window.renderingWeblabs = window.renderingWeblabs ? window.renderingWeblabs  {};
        window.renderingWeblabs = Object.assign(window.renderingWeblabs, JSON.parse('{""ADPT_SF_HIGH_RATE_METRIC_LOGGING_1256364""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_SCC_WINDOW_PANE_SPONSORED_LABEL_1332062""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_NEW_JRS_ADDETAILS_1335584""""T1"",""ADPT_SF_LOW_RATE_METRIC_LOGGING_1256362""""C"",""ADPT_SF_HOMEPAGE_ART_THEMING_1298909""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_ASYNC_CALLBACK_LA_1357239""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_LAUNCH_INTENT_1331357""""T1"",""ADPT_SF_GWATF_ROUNDED_CORNERS_1036948""""T1"",""ADPT_SF_SERVER_SIDE_SPONSORED_LABEL_998980""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_POSTMESSAGE_1327371""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_LIGHT_AD_CREATIVE_SIZE_STYLE_1311018""""T1"",""ADPT_SF_1107849""""C""}'));: Patrocinado | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;22/01/2026;5,0;Azeite extra virgem querido do brasileiro, sem comparação entre preço e qualidade.;https://www.amazon.com.br/dp/B00P9VQCXY
7;7;Alimentos e Bebidas;B09WTLQ53R;Ninho Fases 1 - Fórmula Infantil, 1.2 kg (Pacote de 1);63,60;4,8;9.202;"Tamanho1.2 kg (Pacote de 1): Faça uma seleção de Tamanho, 1.2 kg (Pacote de 1)R$ 63,60R$63,60Quilograma por R$&nbsp;53,00(R$53,00R$53,00/ Quilograma)Em estoqueEntrega GRATISQuinta-feiraQuinta-feira, 1.2 kg (Pacote de 1), R$ 63,60, R$63,60";Brasil;10/01/2026;5,0;Qualidade, prazo de entrega e sabor.Satisfeitos. Gratidão.;https://www.amazon.com.br/dp/B09WTLQ53R
8;8;Alimentos e Bebidas;B08VKMBSNT;Baggio Café Café Torrado e Moído Aroma de Chocolate com Avelã 250g;33,90;4,8;8.872;"window.renderingWeblabs = window.renderingWeblabs ? window.renderingWeblabs  {};
        window.renderingWeblabs = Object.assign(window.renderingWeblabs, JSON.parse('{""ADPT_SF_HIGH_RATE_METRIC_LOGGING_1256364""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_SCC_WINDOW_PANE_SPONSORED_LABEL_1332062""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_NEW_JRS_ADDETAILS_1335584""""T1"",""ADPT_SF_LOW_RATE_METRIC_LOGGING_1256362""""C"",""ADPT_SF_HOMEPAGE_ART_THEMING_1298909""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_ASYNC_CALLBACK_LA_1357239""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_LAUNCH_INTENT_1331357""""T1"",""ADPT_SF_SERVER_SIDE_SPONSORED_LABEL_998980""""T1"",""ADPT_SF_GWATF_ROUNDED_CORNERS_1036948""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_POSTMESSAGE_1327371""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_LIGHT_AD_CREATIVE_SIZE_STYLE_1311018""""T1"",""ADPT_SF_1107849""""C""}'));: Patrocinado | window.renderingWeblabs = window.renderingWeblabs ? window.renderingWeblabs  {};
        window.renderingWeblabs = Object.assign(window.renderingWeblabs, JSON.parse('{""ADPT_SF_HIGH_RATE_METRIC_LOGGING_1256364""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_SCC_WINDOW_PANE_SPONSORED_LABEL_1332062""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_NEW_JRS_ADDETAILS_1335584""""T1"",""ADPT_SF_LOW_RATE_METRIC_LOGGING_1256362""""C"",""ADPT_SF_HOMEPAGE_ART_THEMING_1298909""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_ASYNC_CALLBACK_LA_1357239""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_LAUNCH_INTENT_1331357""""T1"",""ADPT_SF_SERVER_SIDE_SPONSORED_LABEL_998980""""T1"",""ADPT_SF_GWATF_ROUNDED_CORNERS_1036948""""T1"",""APM_STORES_JPS_JRS_SAFEFRAME_DISABLE_POSTMESSAGE_1327371""""C"",""APM_STORES_JPS_JRS_SAFEFRAME_LIGHT_AD_CREATIVE_SIZE_STYLE_1311018""""T1"",""ADPT_SF_1107849""""C""}'));: Patrocinado | .sp_detail2_sponsored_label {         color #555555;         font-size 11px;     }     .sp_detail2_info_icon {         width 11px;         vertical-align text-bottom;         fill #969696;     }     .sp_info_link {         text-decorationnone !important;     }          #sp_detail2_hide_feedback_string {         display none;     }          .sp_detail2_sponsored_labelhover {         color #111111;     }     .sp_detail2_sponsored_labelhover .sp_detail2_info_icon {         fill #555555;     }: Patrocinado";Brasil;24/01/2026;5,0;Um produto excelente, comprei uma vez para o meu trabalho e todos gostaram o sabor e o aroma dele é excepcional. Recomendo a todos experimentarem, nunca mais vão querer retornar ao café tradicional.;https://www.amazon.com.br/dp/B08VKMBSNT
9;9;Alimentos e Bebidas;B09D5VZHTM;Cereal Sucrilhos® Original Kellogg's® 690g;15,05;4,8;3.100;"Tamanho690 g (Pacote de 1): Faça uma seleção de Tamanho, 690 g (Pacote de 1)R$ 15,05 com 12 por cento de descontoR$15,05unidade por R$&nbsp;15,05(R$15,05R$15,05/ unidade)R$17,19R$17,19Em estoqueEntrega GRATISQuinta-feiraQuinta-feira, 690 g (Pacote de 1), R$ 15,05 com 12 por cento de desconto, R$15,05";Brasil;13/12/2025;5,0;Produto que dispensa comentários. Comprei duas caixas porque o produto faz parte do meu café matinal. O preço estava excelente e sugestivo.;https://www.amazon.com.br/dp/B09D5VZHTM
10;10;Alimentos e Bebidas;B07LGFGH8T;Chiclete Trident Menta Sem Açúcar - Caixa com 21 unid. de 8g;36,32;4,8;3.291;"Tamanho21 Unidade (Pacote de 1): Faça uma seleção de Tamanho, 4 Unidade (Pacote de 1)R$ 6,99 com 35 por cento de descontoR$6,99unidade por R$&nbsp;1,75(R$1,75R$1,75/ unidade)R$10,79R$10,79Em estoqueEntrega GRATISQuinta-feiraQuinta-feira, 4 Unidade (Pacote de 1), R$ 6,99 com 35 por cento de desconto, R$6,99 | Cor do produto: Branco";Brasil;24/01/2026;5,0;Tridente dispensa comentáriosOtimo preço.chegiu no.prazo recomendo;https://www.amazon.com.br/dp/B07LGFGH8T
