Posição;ASIN;Nota Geral;Qtd. Avaliações;Data Comentário;Nome;Preço à vista;Nota;Comentário;Link
1;MLB15578949;4,7;174883;13/03/2021;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;Lindo por demais,acabei de receber mas ainda não usei,mas pelo valor parece ser um ótimo custo benefício. *** agora voltando para opinar sobre e liquidificador, perfeito,ótimo custo benefício, bate muiiito,não cheira queimado nenhum como alguns falam. Está à procura de um ótimo liquidificador e não quer ou não pode investir mais que esse valor? então esse é o cara,recomendo e não irás se arrepender, grato.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;21/12/2021;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;4;Muito bom. Tritura coisa pra caramba de uma vez, incluindo beterraba e cenoura. Estou fazendo altos sucos! hihi faz um barulho normal de liquidificador, é fácil de limpar, n sobe cheiro de queimado tão rápido (até agora não subiu). A única coisa ligeiramente chatinha mas q não interfere tanto é que vaza um pouco. Mas é coisa bem pouca. Sempre quando acabo de bater, ficam diversas gotas de qualquer coisa que eu tô fazendo na parte de cima do motor, mas é só passar um papel que seca rapidinho. Até agora isso não deu nenhuma interferência e acho que não vai dar, as gotas só ficam na bordinha mesmo. Um bom liquidificador!.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;30/09/2023;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;O liquidificador é perfeito! usei a primeira vez para bater abacaxi com cubos de gelo e um pouco de água na velocidade 3 pra ver se era bom mesmo, triturou os 20 cubos de gelo numa boa, nossa rodou perfeitamente! não subiu cheiro de queimado, as borrachinhas em baixo para fixar no armário são muito resistentes, e outra: muito fácil de limpar, joguei só uma água em tudo que sujou e pronto: limpinho!!! 🥰 comprem, não vão se arrepender, não liguem para comentários negativos. A experiência é individual, depende de muita coisa para o item chegar até você, principalmente: transportadora irresponsável que pode danificar o item, fiquem espertas.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;11/05/2023;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;Amei o produto, comecei a morar sozinho e esse liquidificador atende muito bem as minhas necessidades. Pelo fato dele ser novo o motor exala um cheiro de queimado assim como todos os outros, mas o cheiro já não é tão intenso quanto na primeira vez que usei, recomendo.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;06/08/2021;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;Comprei mas bem com o pé atrás por causa de alguns comentários falando que não era bom mas comprei assim mesmo pois minha mãe já teve um desses e eu só confiei. É muito bom, potente, bate muito bem de sucos até bolos. Fora que é lindo , e o filtro facilita demais na hora de coar sucos,muito satisfeita com a compra. Podem comprar de olhos fechados.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;03/03/2023;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;Amei muito , só testei ele 2 vezes ele tritura bem os alimentos na função quebrar jelo ele é muito forte, só achei estranho porque não tem travinhas quando coloca o copo , a pessoa tem que segura pra não voar o copo quando estiver batendo , fora isso é maravilhoso tem um designer e um brilho lindo.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;23/02/2023;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;4;De pronto fiz uma torta salgada de liquidificador. Top.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;14/12/2022;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;4;O copo tem um bom tamanho e o filtro é de boa qualidade sendo fáceis de lavar. O motor é potente mas faltou um botão de pulsar ao invés da opção de girar para a esquerda. Confesso que não confiei muito quando abri e vi que trata-se de um produto muito leve, dando a sensação de ser tudo de plástico. O acabamento preto da alça não fixa corretamente e pode se soltar a qualquer manuseio. Os pezinhos de borracha soltam-se com facilidade. Recomento colar com uma cola instantânea para não perdê-los. Acho que a considerar o preço que paguei, uma boa compra. Atende bem ao que se destina.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;27/01/2022;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;4;Ótimo produto. Não sinto nenhum cheiro de queimado, como citam em alguns comentários (óbvio que deve-se verificar a potência e o que vc está batendo nele está excedendo essa potencia). Nas duas primeiras vezes de uso ele tem um cheiro sim diferente, mas é de produto novo, conforme vc usa não se sente mais nada. Uso todos os dias para vitaminas, frutas congeladas e não tive problemas até o momento.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;04/03/2024;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;Segunda vez que compro , sei que ele não é tão potente. Mas atende minhas necessidades de suco, shakes, bolo e tortas…. Não deixo ele ligado muito tempo.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;29/09/2021;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;Bom! pelo valor achei exelente, o copo é so colocar sobre a base que já encaixa, gostei dessa praticidade, tem um desingner bonito, o encaixe da tampa é perfeito, não é muito barulhento e tritura alguns alimento com um pouco de dificuldade, mas se deixar por um pouco mais de tempo tritura tudo.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;15/06/2023;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;Gostei muito. Veio tudo certinho. Já usei 2 vezes, ultilizei pra fazer vitamina de banana, e um bolo mole. Gostei muito do desempenho dele.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;15/08/2023;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;Eu achei bacana demais lindoo.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;29/05/2023;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;Produto excelente, superou minhas expectativas.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
1;MLB15578949;4,7;174883;02/07/2023;Liquidificador Turbo Power Mondial 550w - L-99 Fb;99,90;5;Produto muito bom, 😁.;https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-550w-l-99-fb/p/MLB15578949
2;MLB40003885;4,8;9253;16/11/2024;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;5;Além de bonita ,aquece super rápida adorei. Parabens.;https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
2;MLB40003885;4,8;9253;04/04/2025;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;5;"""eu recomendo essa sanduicheira para qualquer um que ama sanduíches e está procurando por uma opção de alta qualidade e fácil de usar. Além disso, a sanduicheira é fácil de armazenar e transportar, o que a torna perfeita para uso diário. E, como bônus, é uma ótima opção para quem está procurando por uma alternativa saudável para fazer sanduíches. "".";https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
2;MLB40003885;4,8;9253;16/06/2025;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;5;Top, acabei de fazer um pãozinho quentinho. Uma delícia! vocês aceitam? rsrs.;https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
2;MLB40003885;4,8;9253;20/01/2025;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;5;Comprei e ameiiiiii 😍.;https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
2;MLB40003885;4,8;9253;11/11/2024;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;5;O produto é bom prático rápido eficaz.;https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
2;MLB40003885;4,8;9253;19/12/2024;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;5;Gostei muito, esquentou bem.;https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
2;MLB40003885;4,8;9253;19/03/2025;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;5;;https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
2;MLB40003885;4,8;9253;01/12/2024;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;4;Eu achei ela pequena,esquenta rápido.;https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
2;MLB40003885;4,8;9253;23/04/2025;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;5;Top demais. Aquece bem rápido. Fiz a cura e está sendo uma mão na roda.;https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
2;MLB40003885;4,8;9253;01/02/2025;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;5;E bonita mas so achei que e um pouco pequena , mas assim mesmo e bonita e vale a pena.;https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
2;MLB40003885;4,8;9253;09/03/2025;Sanduicheira Brunch Time 2 Em 1 Elgin Antiaderente Preta;60,51;5;Excelente 🥰.;https://www.mercadolivre.com.br/sanduicheira-brunch-time-2-em-1-elgin-antiaderente-preta/p/MLB40003885
