Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Caractéristicas;País;Nota Comentário;Data Comentário;Comentário;Link
1;1;Acessórios para Veículos;MLB24702263;Capacete Robocop Escamoteável Fechado Mixs Gladiator Delta S Cor Cinza Verde Fosco Tamanho Do Capacete 56 Fosco Brilhante;279,90;4,7;16002;{'Cor': 'Cinza Verde Fosco', 'Tamanho do capacete': '56', 'Acabamento': 'Fosco Brilhante'};Brasil;5;09/02/2024;"Capacete muito bom confortável.
Atendeu as minhas expectativas.";https://www.mercadolivre.com.br/capacete-robocop-escamoteavel-fechado-mixs-gladiator-delta-s-cor-cinza-verde-fosco-tamanho-do-capacete-56/p/MLB24702263
2;2;Acessórios para Veículos;LBU1458199008;Scanner Automotivo Bluetooth Obd2 Eml 327 Android Ios Obdii;31,90;4,5;14231;{};Brasil;4;28/08/2023;Funcionou com o cabo adaptador porém o único aplicativo que forneceu um pouco mais de informação e menu mais intuitivo fo car scanner nós demais q testei não conectou e outros que conetaramforam menus confusos.;https://www.mercadolivre.com.br/scanner-automotivo-bluetooth-obd2-eml-327-android-ios-obdii/up/MLBU1458199008
3;3;Acessórios para Veículos;MLB18464298;Capacete Moto Aberto Pro Tork New Liberty Three Prata Tamanho 60 Desenho Solid Viseira Cristal Sólido Brilhante;122,61;4,7;37344;{'Cor': 'Prata', 'Desenho': 'Sólido', 'Tamanho do capacete': '60', 'Acabamento': 'Brilhante'};Brasil;5;06/04/2018;O capacete é bonito, razoavelmente bem acabado e feito com bons materiais. A viseira tem 2 mm de espessura, mas é cristalina e não distorce (nem o meu nem o da minha esposa apresentaram deformação). O casco interno do capacete é maior do que o padrão e se você comprar o número correto vai ficar folgado. Outros usuários avisaram sobre isso e comprei os dois capacetes um número menor que o padrão e vestiram muito bem. O ponto negativo é a falta de um material mais largo e confortável na cinta jugular. É um ótimo segundo capacete, ideal para passeios dentro da cidade. Não recomendo andar com ele em vias expressas ou estradas. A avaliação leva em conta que o capacete custa menos do que um capacete de bicicleta! não espere grande proteção ou materiais luxuosos, mas realmente é um excelente custo benefício, por isso dou 5 estrelas!.;https://www.mercadolivre.com.br/capacete-moto-aberto-pro-tork-new-liberty-three-prata-tamanho-60-desenho-solid-viseira-cristal/p/MLB18464298
4;4;Acessórios para Veículos;MLB53331577;Capacete Race Tech Hit Monocolor Cinza Fosco Cor Cinza-escuro Tamanho Do Capacete 62;313,00;4,9;4541;{'Cor': 'Cinza-escuro', 'Desenho': 'Monocolor', 'Tamanho do capacete': '62', 'Acabamento': 'Fosco'};Brasil;5;11/09/2025;"Bonito, confortável e possui ótimo custo benefício.
Medi minha cabeça seguindo a tabela de medidas e deu o tamanho certinho no capacete. Fica levemente apertado nos primeiros usos e devo ter ficado umas duas semanas 'laceando', mas como eu faço trajetos curtos de 30min no máximo por dia, acho que é normal o tempo que levou. A viseira é meio dura pra abaixar e levantar no início, mas fica mais leve depois de um tempo de uso. Falando na viseira, gostei mt. Sem fazer nenhum tratamento permite boa visibilidade até em uma noite chuvosa, e eu tomei umas tantas chuvas com ele já e não molhou nadinha a cabeça (sempre mantenho fechada a entrada de ar do topo da cabeça quando pego chuva).
Pra galera que assim como eu, usa óculos, até da pra usar com armações maiores, só que fica um pouco desconfortável, já em óculos mais finos é bem tranquilo, zero incômodos. Aliás, a entrada de ar da frente ajuda pra caramba a não embaçar o óculos e a viseira, mas como a narigueira é baixa, não impede 100%, então as vezes fica levemente embaçado.
Um ponto negativo é que a bavete veio com um defeito na costura.";https://www.mercadolivre.com.br/capacete-race-tech-hit-monocolor-cinza-fosco-cor-cinza-escuro-tamanho-do-capacete-62/p/MLB53331577
5;5;Acessórios para Veículos;LBU3480255117;Kit 2 Capa Chuva Pvc Reforçada Transparente Adulto Com Capuz Transparente Único;26,97;4,8;1392;{'Cor': 'Transparente'};Brasil;5;19/11/2025;Bom custo benefício. Tenho 1,86 e 130kg e serviu.;https://www.mercadolivre.com.br/kit-2-capa-chuva-pvc-reforcada-transparente-adulto-com-capuz/up/MLBU3480255117
6;6;Acessórios para Veículos;MLB1565110975;Par Limpador Para-brisa Paleta Original Bosch Aerofit;85,82;4,8;13210;{'Carro': 'Escolha', 'Cor': 'Preto'};Brasil;5;23/01/2021;Tenho um jeep compass e achei que a minha palheta era bosch. Acreditem, nao era!! comprei esta bosch e esta dando de 1000 a zero na original do meu carro! recomendo a todos! inclusive comprarei mais uma para deixar guardado kkkk.;https://produto.mercadolivre.com.br/MLB-1565110975-par-limpador-para-brisa-paleta-original-bosch-aerofit-_JM
7;7;Acessórios para Veículos;MLB5305877032;Retrovisor Kawasaki Z400 Rebaixado Haste Curta Média Honda;42,90;4,8;9384;{'Haste': 'Curta'};Brasil;5;26/04/2025;Fico tope de mais.;https://produto.mercadolivre.com.br/MLB-5305877032-retrovisor-kawasaki-z400-rebaixado-haste-curta-media-honda-_JM
8;8;Acessórios para Veículos;MLB11977006;Capacete Moto Fechado Pro Tork Sport Moto 788 Viseira Cristal Azul Sólido 58;114,76;4,6;15974;{'Cor': 'Azul', 'Tamanho do capacete': '58'};Brasil;5;19/06/2021;Lindo, perfeito! o capacete é maravilhoso, vi muitos comentários de que a viseira é ruim e embaçada, mas muito pelo contrário ela é perfeita nem parece que estava de capacete. O tamanho foi perfeito, comprei para as aulas do cfc. Comprem sem medo.;https://www.mercadolivre.com.br/capacete-moto-fechado-pro-tork-sport-moto-788-viseira-cristal-azul-solido-58/p/MLB11977006
9;9;Acessórios para Veículos;MLB5298350806;Capa Chuva Motoqueiro Pvc Impermeável Motoboy Emborrachada;78,90;4,7;9498;{'Cor': 'Preto', 'Tamanho': 'Escolha'};Brasil;5;04/07/2025;"Para quem tem dúvidas assim como eu.
Essa capa ela é grossa ,mais que a de nylon. Acredito que epa esquenta mais um pouco que a de nylon. Para quem pegar chuva forte e assim como eu detesta sentir a água batendo no seu corpo. Ela vai servir bem.
Eu tenho 1. 66 de atura e peso 86 kilos.
E ficou boa. Ficou justa mais não muito.
Ficou como se fosse um casaco normal e uma moleton em cima da calça jeans.
Para quem tem essa altura e pesa menos comprem a m sem medo. Vai ficar perfeita. Pois ela é tamanho menor que as outras.
Ela não é bulorrachuda que dificulta guardar. Ela é bem maliavel.
Pra ser sincero ela é mais fina que as de pvc normais e mais grossa que a de nylon , ficando no meio terno.
Ainda não peguei chuva com ela.
Vamos ver a durabilidade.
Mais quem for comprar pra usar assim como eu só para ir para o trabalho ou algo do tipo perfeito.
Agora se vc é motoboy usa direto.
Seria melhor mepgar uma alba ,que tá custando o dobro dessa.
Se vc é mulher de tem 155 a 60 e é magrinha compre a p.
Se vc tem 166 a 173 e pesa no máximo 85 e não é barrigudo compre a m.
Se for barrigudo compre a g.
Se vc tem 180 ou + e pessoa mais de 90 kilos comprem gg.
Se for barrigudo comprem a maior.
Espero ter ajudado vc.";https://produto.mercadolivre.com.br/MLB-5298350806-capa-chuva-motoqueiro-pvc-impermeavel-motoboy-emborrachada-_JM
10;10;Acessórios para Veículos;MLB41837877;Auto Rádio Bluetooth Htech Ht-1025 2 Usb Mp3 Auxiliar 4x25w;52,06;4,7;4600;{};Brasil;5;09/08/2025;O produto é bem safadinho gente mas por incrível que pareça funciona tudo direitinho pelo valor barato. Vale a pena comprar sim. Ja comprei 6 aparelho e já fazendo caixinha de som e botando um em cada caixa 😂👏.;https://www.mercadolivre.com.br/auto-radio-bluetooth-htech-ht-1025-2-usb-mp3-auxiliar-4x25w/p/MLB41837877
