Posição;ASIN;Nota Geral;Qtd. Avaliações;País;Data Comentário;Nome;Preço;Nota;Comentário;Link
1;B09WXVH7WK;4,8;65.696;Brasil;18/08/2023;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;278,07;5,0;"é o meu primeiro produto com a alexa, e estou gostando da experiência. a configuração inicial é feita através do app da alexa no celular, e correu tudo bem. o app é simples e direto ao ponto. no app tu tbm pode encontrar as ""skills"", que são coisas que a alexa pode fazer, mas não vêm configuradas, como por exemplo, horóscopo. (são tipo os gadgets do windows, i guess)achei o som ótimo, geralmente utilizo o volume bem no médio, mas a potência dele no máximo me surpreendeu. não esperava. fiquei bem contente com esse aspecto.ainda estou descobrindo mais e mais funções, não sou muito de seguir manual e prefiro ir descobrindo de forma intuitiva, mas logo de cara o app te dá diversas possibilidades de explorar o echo pop de forma completa.já utilizo como despertador, peço para me lembrar de tomar vitaminas caso eu esqueça, ou para me lembrar de colocar coisas na mochila antes de sair em determinado horário, etc., além de claro, pedir bastante música. com relação a notícias e outras skills, ainda não explorei o suficiente, pois estou utilizando há apenas uma semana.aspecto negativo¹: as propagandas do amazon music unlimited mesmo eu tendo spotify premium. por ser um dispositivo da amazon, vai priorizar o sistema de streaming da AMAZON, então já rolou de eu pedir alguma música ou playlist e ela vir com um papinho de começar o free trial do amazon music unlimited, sem nenhuma necessidade, pois poderia facilmente colocar a música para tocar através do spotify. acontece de eu ter que especificar o serviço de streaming... ""alexa, toca meat is murder dos smiths NO SPOTIFY."", mas se você não especifica, ela vai direto pro streaming da amazon; quando você pede a ela para passar as faixas, ela tbm te informa que existe uma quantidade limite para pular, mas isso é no amazon music, não no spotify... então acaba se tornando um pouco chata a utilização nesse sentido. tbm não curti as mini propagandas do amazon music unlimited antes de tocar algumas músicas kkkkoverall a minha experiência está sendo interessante e divertida. achei muito prático, gostei muito do som, visto que utilizo mais para ouvir música ou frequências para dormir. apreciei outras funções como pesquisas, as skills, previsão do tempo, etc., mas isso outras assistentes virtuais como a cortana, siri ou assistente do google já fazem... claro que ter essas funções sem ter que estar com a cara enfiada no celular ou no notebook o tempo todo é ótimo.recomendo, fácil de usar, configurar, ligar, transportar etc.";https://www.amazon.com.br/dp/B09WXVH7WK
1;B09WXVH7WK;4,8;65.696;Brasil;01/02/2024;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;278,07;5,0;Uma das melhores formas de se ter uma caixinha bluetooth, rádio de qualquer canto do mundo através do app TuneIn, notícias com o seu portal predileto, informações que vão das mais básicas a até coisas detalhadas, além das skills sempre bem-vindas e atualizadas mês a mês com novos recursos.A adquiri na época da Black Friday 2023 (paguei um valor muito barato, quase inacreditável) mas sendo sincero, o valor atual vale a pena, sim!Para você (que assim como eu) quer enfeitar o quarto com ela, ao lado da cama, é provavelmente a melhor escolha :)Fiquei primeiramente preocupado sobre a questão do falante estar apontado para frente e levemente inclinado para cima, mas ela realmente entrega um som uniforme (uma dica: a deixe próxima das paredes, em cantos por exemplo fica ainda mais visível os graves).Sobre as funções, tenho uma Echo Dot 3 na sala e a Pop quando colocada ao lado realmente tem diferença, a começar pela resposta para conectar em apps, os graves tem um pouco mais de acentuação (trabalho com música e para o nicho do Rock, ou seja, nas exigências de sons mais pesados se sai muito bem para ambientes pequenos/medianos, além do balanço geral de agudos, mas ainda sim recomendo você mexer no equalizador pelo app pra ajustar ao ambiente).Foi entregue em menos de 15 dias após a compra, com a segurança e qualidade que só a Amazon sabe fazer!;https://www.amazon.com.br/dp/B09WXVH7WK
1;B09WXVH7WK;4,8;65.696;Brasil;16/08/2025;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;278,07;5,0;Chegou tudo certinho, no prazo e fiquei feliz com a potência do som! Suficiente para um ambiente mais compacto, pois garante um bom volume, sem perder qualidade.Os comando e interações também são muito legais.;https://www.amazon.com.br/dp/B09WXVH7WK
1;B09WXVH7WK;4,8;65.696;Brasil;17/08/2025;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;278,07;5,0;Sensacional, tem um ótimo volume e cumpre com o que promete. Designer bonito e a Alexa ajuda muito no dia a dia.;https://www.amazon.com.br/dp/B09WXVH7WK
1;B09WXVH7WK;4,8;65.696;Brasil;19/08/2025;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;278,07;5,0;Perfeita, som de qualidade, me serve muito bem, feliz com a compra 🌹;https://www.amazon.com.br/dp/B09WXVH7WK
1;B09WXVH7WK;4,8;65.696;Brasil;20/08/2025;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;278,07;5,0;O produto é excelente. Em uma escala de 0 a 5, aconselho a compra nota 5.;https://www.amazon.com.br/dp/B09WXVH7WK
1;B09WXVH7WK;4,8;65.696;Brasil;27/05/2024;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;278,07;5,0;"Se você pensava que a perfeição era inatingível, pense de novo! O Echo Pop (ALEXA) chegou para redefinir os padrões do que é ser um dispositivo perfeito. Este não é apenas um alto-falante inteligente; é o gênio da lâmpada moderno, pronto para atender todos os seus desejos com um simples ""Alexa"".O design? Uma obra-prima da engenharia moderna. Com sua frente plana, ele direciona o som para você como se estivesse recebendo uma serenata pessoal de um anjo. E o volume? Tão alto que até os vizinhos vão querer se juntar à festa – mas não se preocupe, eles não serão capazes de competir com a clareza cristalina do seu Echo Pop.Mas espere, tem mais! O Echo Pop também é um nó Wi-Fi Eero, o que significa que ele não apenas toca suas músicas favoritas, mas também fortalece sua conexão de internet. É como ter um guarda-costas pessoal para o seu Wi-Fi, garantindo que cada byte de dados chegue seguro e salvo.E para aqueles que estão preocupados com a estética, o Echo Pop vem em cores tão vibrantes que você vai precisar de óculos de sol para olhar diretamente para ele. Escolha entre o preto clássico, o branco puro, o lavanda relaxante ou o teal revigorante – ou melhor ainda, pegue um de cada para combinar com cada humor!Em resumo, o Echo Pop é tão perfeito que se houvesse um concurso de beleza para dispositivos inteligentes, ele ganharia a coroa, a faixa e o cetro. Então, dê ao seu lar o presente que ele merece: um milhão de estrelas em forma de Echo Pop! (Só perde pro primo concursado que passou em 3 lugar na federal aquele muito mais bem sucedido que você, o famoso echo dot).";https://www.amazon.com.br/dp/B09WXVH7WK
1;B09WXVH7WK;4,8;65.696;Brasil;15/08/2025;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;278,07;5,0;Muito bom! Super útil. Deixamos na cozinha, já que é o ambiente da casa onde tem mais utilidade e está sendo ótimo para o dia a dia da nossa familia, desde músicas durante o dia, quanto para brincar, marcar tempo e pedir informações. Já vou comprar uma para meu quarto!;https://www.amazon.com.br/dp/B09WXVH7WK
1;B09WXVH7WK;4,8;65.696;Brasil;15/08/2025;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;278,07;5,0;O Amazon Echo é exelente. Mas, uma avaliação melhor precisa ser descrita, para que você, futuro consumidor, assim como eu, tenha suas expectativas atendidas:. Todo o serviço da Alexa carece de configurações bem minuciosas, dependendo do que você busca nela. Se for como assistente pessoal de listas, perguntas básicas como previsão do tempo, esportes, listas de compras e outras listas, lebretes e afins, funcionará muito bem, precisando de configuração básica no app da Alexa, que existe para Android e iOS.. As configurações de casa inteligente depende seriamente da idade dos seus itens smart e como optará usá-los. Tenho lampadas Elgin de diversos anos diferentes, e as cores que uma alcança com pedidos diretos de mudança de cor pelo dispositivo outras alcançam somente se eu monto um cenário de automação no app da lampada, com a cor específica, e monto uma rotina no app da Alexa. É bom sempre se atentar a isso, para não se frustrar!. Sempre tenha uma rede wifi dedicada a casa inteligente, de preferencia sendo individual, mas com acesso a sua rede de internet. Isso facilita muito a configuração dos dispositivos, o reconhecimento e detecção de dispositivos, cenas e tudo mais.. Tenha em mente que esses dispositivos de voz da Amazon não são como usar o Chat GPT por voz. Eles servem para tarefas e easter eggs específicos, e dispositivos conectados a ele podem disponibilizar outras ferramentas, como o próprio GPT por voz, então tenha as suas expectativas alinhadas ao produto.Portanto, no que ele se propõe a fazer, faz bem. Ele reconhece a voz, muda de perfil por voz, obedece aos apps alinhados a cada perfil e usa o histórico de coisas de cada perfil, como spotify para musicas, os gostos selecionados no app alexa e outras particularidades. É ótimo para facilitar a vida, principalmente para quem não quer digitar tudo, e precisa falar para fazer diversas tarefas. E, caso tenha itens como lâmpadas de led com wifi, ar condicionado com conexão wifi, smart tv com wifi e computador que liga por comandos wifi ou bluetooth, esse assistente será muito util em executar diversos cenários que você se propõe a fazer.;https://www.amazon.com.br/dp/B09WXVH7WK
1;B09WXVH7WK;4,8;65.696;Brasil;27/08/2025;Echo Pop (Geração mais recente) | Smart speaker compacto com som envolvente e Alexa | Cor Preta;278,07;5,0;Bacana para o que se propõe, porém a Echo Dot de 3ª geração que tenho tem uma qualidade de áudio levemente superior, volume mais alto e os microfones dela são um pouco mais responsivos. Já que o local em que ela vai ficar não é grande, acho que não terei problemas. Entrega em 3 dias, nada mal!;https://www.amazon.com.br/dp/B09WXVH7WK
