Posição Global;Posição Categoria;Subcategoria;ASIN;Nome;Preço à vista;Nota Geral;Qtd. Avaliações;Caractéristicas;País;Nota Comentário;Data Comentário;Comentário;Link
1;1;Acessórios para Veículos;LBU3065974040;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;39987;{};Brasil;5;02/05/2025;É bom pra caramba eu recomendo, pq tem como pagar com dinheiro, pix, cartão de crédito ou débito e etc.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;LBU3065974040;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;39987;{};Brasil;5;25/05/2025;Muito bom, não tenho surpresa no final do mês e também se quiser cancelar a tag é muito facil é so cancelar no aplicativo, coisas impossíveis naquele outro famoso.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;LBU3065974040;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;39987;{};Brasil;5;04/05/2025;Excelente.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;LBU3065974040;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;39987;{};Brasil;5;06/10/2025;"Tag é muito boa , pedi pela segunda vez porque tive que trocar o vidro dianteiro.
Eu recomendo,fila nunca mais kkk.
Já deve tá fazendo mais de 2 anos que tenho, nunca deu problema.";https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;LBU3065974040;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;39987;{};Brasil;5;30/05/2025;Sem texto;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;LBU3065974040;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;39987;{};Brasil;5;28/04/2025;Funcionou perfeito.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;LBU3065974040;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;39987;{};Brasil;5;26/05/2025;Minha primeira tag, e a única que provavelmente usarei! a única gratuita e com mensalidade baixa. Funciona de forma universal e com a praticidade do mercadopago. Realmente algo que veio para ficar.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;LBU3065974040;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;39987;{};Brasil;5;23/06/2025;Mto bom. Segui as instruções de instalação e funcionou. Agora zero filas.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;LBU3065974040;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;39987;{};Brasil;5;20/08/2025;Estou gostando cobra somente a taxa de manutenção mínima de 4 reais ao mês e o valor do pedagio quando usado muito bom já viajei e testei vale a pena não enfrentar filas.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
1;1;Acessórios para Veículos;LBU3065974040;Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos;19,90;4,9;39987;{};Brasil;5;02/05/2025;Top agora n vou precisar parar mais nos pedágios heheheh 👏🏻👏🏻.;https://www.mercadolivre.com.br/tag-ultrapasse--pagamento-de-pedagios-e-estacionamentos/up/MLBU3065974040
2;2;Acessórios para Veículos;MLB24702263;Capacete Robocop Escamoteável Fechado Mixs Gladiator Delta S Cor Cinza Verde Fosco Tamanho Do Capacete 56;228,71;4,7;14314;{'Cor': 'Cinza Verde Fosco', 'Tamanho do capacete': '56', 'Acabamento': 'Fosco Brilhante'};Brasil;5;09/02/2024;"Capacete muito bom confortável.
Atendeu as minhas expectativas.";https://www.mercadolivre.com.br/capacete-robocop-escamoteavel-fechado-mixs-gladiator-delta-s-cor-cinza-verde-fosco-tamanho-do-capacete-56/p/MLB24702263
2;2;Acessórios para Veículos;MLB24702263;Capacete Robocop Escamoteável Fechado Mixs Gladiator Delta S Cor Cinza Verde Fosco Tamanho Do Capacete 56;228,71;4,7;14314;{'Cor': 'Cinza Verde Fosco', 'Tamanho do capacete': '56', 'Acabamento': 'Fosco Brilhante'};Brasil;5;06/10/2023;"Produto super confortável,lindo designer! agora sim tenho um capacete de alta qualidade,quem quiser comprar desse tipo de capacete. Pode comprar sem medo além de lindo e confortável,tenho a cabeça um pouco grande comprei o número 60 e ficou muito bom!.
Espero que meu comentário lhe ajude a comprar seu capacete também.";https://www.mercadolivre.com.br/capacete-robocop-escamoteavel-fechado-mixs-gladiator-delta-s-cor-cinza-verde-fosco-tamanho-do-capacete-56/p/MLB24702263
2;2;Acessórios para Veículos;MLB24702263;Capacete Robocop Escamoteável Fechado Mixs Gladiator Delta S Cor Cinza Verde Fosco Tamanho Do Capacete 56;228,71;4,7;14314;{'Cor': 'Cinza Verde Fosco', 'Tamanho do capacete': '56', 'Acabamento': 'Fosco Brilhante'};Brasil;4;16/08/2023;Aparentemente é bom, achei algumas partes frágil, más só o tempo irá dizer. A cor e o modelo é igual da postagem.;https://www.mercadolivre.com.br/capacete-robocop-escamoteavel-fechado-mixs-gladiator-delta-s-cor-cinza-verde-fosco-tamanho-do-capacete-56/p/MLB24702263
